date,time,origin,destination,ridership
2026-02-20,22:00,JB Sentral,Woodlands CIQ,321
2026-02-20,22:00,Woodlands CIQ,JB Sentral,323
2026-02-20,23:00,Woodlands CIQ,JB Sentral,288
2026-02-21,05:00,JB Sentral,Woodlands CIQ,174
2026-02-21,06:00,JB Sentral,Woodlands CIQ,211
2026-02-21,07:00,JB Sentral,Woodlands CIQ,538
2026-02-21,08:00,JB Sentral,Woodlands CIQ,324
2026-02-21,08:00,Woodlands CIQ,JB Sentral,325
2026-02-21,09:00,Woodlands CIQ,JB Sentral,322
2026-02-21,10:00,JB Sentral,Woodlands CIQ,326
2026-02-21,11:00,JB Sentral,Woodlands CIQ,331
2026-02-21,11:00,Woodlands CIQ,JB Sentral,320
2026-02-21,12:00,JB Sentral,Woodlands CIQ,323
2026-02-21,12:00,Woodlands CIQ,JB Sentral,322
2026-02-21,13:00,Woodlands CIQ,JB Sentral,324
2026-02-21,14:00,JB Sentral,Woodlands CIQ,325
2026-02-21,15:00,JB Sentral,Woodlands CIQ,326
2026-02-21,15:00,Woodlands CIQ,JB Sentral,323
2026-02-21,16:00,JB Sentral,Woodlands CIQ,326
2026-02-21,16:00,Woodlands CIQ,JB Sentral,325
2026-02-21,17:00,JB Sentral,Woodlands CIQ,327
2026-02-21,17:00,Woodlands CIQ,JB Sentral,327
2026-02-21,18:00,Woodlands CIQ,JB Sentral,211
2026-02-21,19:00,JB Sentral,Woodlands CIQ,323
2026-02-21,20:00,JB Sentral,Woodlands CIQ,323
2026-02-21,20:00,Woodlands CIQ,JB Sentral,139
2026-02-21,21:00,JB Sentral,Woodlands CIQ,324
2026-02-21,21:00,Woodlands CIQ,JB Sentral,114
2026-02-21,22:00,JB Sentral,Woodlands CIQ,320
2026-02-21,22:00,Woodlands CIQ,JB Sentral,134
2026-02-21,23:00,Woodlands CIQ,JB Sentral,47
2026-02-22,05:00,JB Sentral,Woodlands CIQ,165
2026-02-22,06:00,JB Sentral,Woodlands CIQ,276
2026-02-22,07:00,JB Sentral,Woodlands CIQ,647
2026-02-22,08:00,JB Sentral,Woodlands CIQ,329
2026-02-22,08:00,Woodlands CIQ,JB Sentral,185
2026-02-22,09:00,Woodlands CIQ,JB Sentral,282
2026-02-22,10:00,JB Sentral,Woodlands CIQ,325
2026-02-22,11:00,JB Sentral,Woodlands CIQ,326
2026-02-22,11:00,Woodlands CIQ,JB Sentral,322
2026-02-22,12:00,JB Sentral,Woodlands CIQ,323
2026-02-22,12:00,Woodlands CIQ,JB Sentral,166
2026-02-22,13:00,Woodlands CIQ,JB Sentral,146
2026-02-22,14:00,JB Sentral,Woodlands CIQ,326
2026-02-22,15:00,JB Sentral,Woodlands CIQ,327
2026-02-22,15:00,Woodlands CIQ,JB Sentral,166
2026-02-22,16:00,JB Sentral,Woodlands CIQ,323
2026-02-22,16:00,Woodlands CIQ,JB Sentral,134
2026-02-22,17:00,JB Sentral,Woodlands CIQ,322
2026-02-22,17:00,Woodlands CIQ,JB Sentral,76
2026-02-22,18:00,Woodlands CIQ,JB Sentral,68
2026-02-22,19:00,JB Sentral,Woodlands CIQ,322
2026-02-22,20:00,JB Sentral,Woodlands CIQ,316
2026-02-22,20:00,Woodlands CIQ,JB Sentral,87
2026-02-22,21:00,JB Sentral,Woodlands CIQ,321
2026-02-22,21:00,Woodlands CIQ,JB Sentral,70
2026-02-22,22:00,JB Sentral,Woodlands CIQ,320
2026-02-22,22:00,Woodlands CIQ,JB Sentral,53
2026-02-22,23:00,Woodlands CIQ,JB Sentral,27
2026-02-23,05:00,JB Sentral,Woodlands CIQ,640
2026-02-23,06:00,JB Sentral,Woodlands CIQ,637
2026-02-23,07:00,JB Sentral,Woodlands CIQ,640
2026-02-23,08:00,JB Sentral,Woodlands CIQ,320
2026-02-23,08:00,Woodlands CIQ,JB Sentral,163
2026-02-23,09:00,Woodlands CIQ,JB Sentral,317
2026-02-23,10:00,JB Sentral,Woodlands CIQ,320
2026-02-23,11:00,JB Sentral,Woodlands CIQ,324
2026-02-23,11:00,Woodlands CIQ,JB Sentral,322
2026-02-23,12:00,JB Sentral,Woodlands CIQ,328
2026-02-23,12:00,Woodlands CIQ,JB Sentral,187
2026-02-23,13:00,Woodlands CIQ,JB Sentral,181
2026-02-23,15:00,JB Sentral,Woodlands CIQ,314
2026-02-23,16:00,JB Sentral,Woodlands CIQ,329
2026-02-23,16:00,Woodlands CIQ,JB Sentral,118
2026-02-23,17:00,JB Sentral,Woodlands CIQ,325
2026-02-23,17:00,Woodlands CIQ,JB Sentral,154
2026-02-23,18:00,Woodlands CIQ,JB Sentral,320
2026-02-23,19:00,JB Sentral,Woodlands CIQ,321
2026-02-23,20:00,JB Sentral,Woodlands CIQ,311
2026-02-23,20:00,Woodlands CIQ,JB Sentral,320
2026-02-23,21:00,JB Sentral,Woodlands CIQ,312
2026-02-23,21:00,Woodlands CIQ,JB Sentral,205
2026-02-23,22:00,JB Sentral,Woodlands CIQ,320
2026-02-23,22:00,Woodlands CIQ,JB Sentral,129
2026-02-23,23:00,Woodlands CIQ,JB Sentral,28
2026-02-24,05:00,JB Sentral,Woodlands CIQ,640
2026-02-24,06:00,JB Sentral,Woodlands CIQ,640
2026-02-24,07:00,JB Sentral,Woodlands CIQ,640
2026-02-24,08:00,JB Sentral,Woodlands CIQ,320
2026-02-24,08:00,Woodlands CIQ,JB Sentral,147
2026-02-24,09:00,Woodlands CIQ,JB Sentral,321
2026-02-24,10:00,JB Sentral,Woodlands CIQ,323
2026-02-24,11:00,JB Sentral,Woodlands CIQ,213
2026-02-24,11:00,Woodlands CIQ,JB Sentral,320
2026-02-24,12:00,JB Sentral,Woodlands CIQ,285
2026-02-24,12:00,Woodlands CIQ,JB Sentral,206
2026-02-24,13:00,Woodlands CIQ,JB Sentral,143
2026-02-24,14:00,JB Sentral,Woodlands CIQ,282
2026-02-24,15:00,JB Sentral,Woodlands CIQ,320
2026-02-24,15:00,Woodlands CIQ,JB Sentral,155
2026-02-24,16:00,JB Sentral,Woodlands CIQ,324
2026-02-24,16:00,Woodlands CIQ,JB Sentral,84
2026-02-24,17:00,JB Sentral,Woodlands CIQ,327
2026-02-24,17:00,Woodlands CIQ,JB Sentral,193
2026-02-24,18:00,Woodlands CIQ,JB Sentral,321
2026-02-24,19:00,JB Sentral,Woodlands CIQ,322
2026-02-24,20:00,JB Sentral,Woodlands CIQ,319
2026-02-24,20:00,Woodlands CIQ,JB Sentral,320
2026-02-24,21:00,JB Sentral,Woodlands CIQ,327
2026-02-24,21:00,Woodlands CIQ,JB Sentral,316
2026-02-24,22:00,JB Sentral,Woodlands CIQ,320
2026-02-24,22:00,Woodlands CIQ,JB Sentral,117
2026-02-24,23:00,Woodlands CIQ,JB Sentral,37
2026-02-25,05:00,JB Sentral,Woodlands CIQ,640
2026-02-25,06:00,JB Sentral,Woodlands CIQ,638
2026-02-25,07:00,JB Sentral,Woodlands CIQ,640
2026-02-25,08:00,JB Sentral,Woodlands CIQ,320
2026-02-25,08:00,Woodlands CIQ,JB Sentral,122
2026-02-25,09:00,Woodlands CIQ,JB Sentral,312
2026-02-25,10:00,JB Sentral,Woodlands CIQ,321
2026-02-25,11:00,JB Sentral,Woodlands CIQ,242
2026-02-25,11:00,Woodlands CIQ,JB Sentral,308
2026-02-25,12:00,JB Sentral,Woodlands CIQ,309
2026-02-25,12:00,Woodlands CIQ,JB Sentral,150
2026-02-25,13:00,Woodlands CIQ,JB Sentral,137
2026-02-25,14:00,JB Sentral,Woodlands CIQ,241
2026-02-25,15:00,JB Sentral,Woodlands CIQ,308
2026-02-25,15:00,Woodlands CIQ,JB Sentral,159
2026-02-25,16:00,JB Sentral,Woodlands CIQ,325
2026-02-25,16:00,Woodlands CIQ,JB Sentral,124
2026-02-25,17:00,JB Sentral,Woodlands CIQ,324
2026-02-25,17:00,Woodlands CIQ,JB Sentral,165
2026-02-25,18:00,Woodlands CIQ,JB Sentral,320
2026-02-25,19:00,JB Sentral,Woodlands CIQ,323
2026-02-25,20:00,JB Sentral,Woodlands CIQ,320
2026-02-25,20:00,Woodlands CIQ,JB Sentral,320
2026-02-25,21:00,JB Sentral,Woodlands CIQ,320
2026-02-25,21:00,Woodlands CIQ,JB Sentral,300
2026-02-25,22:00,JB Sentral,Woodlands CIQ,320
2026-02-25,22:00,Woodlands CIQ,JB Sentral,124
2026-02-25,23:00,Woodlands CIQ,JB Sentral,50
2026-02-26,05:00,JB Sentral,Woodlands CIQ,640
2026-02-26,06:00,JB Sentral,Woodlands CIQ,640
2026-02-26,07:00,JB Sentral,Woodlands CIQ,640
2026-02-26,08:00,JB Sentral,Woodlands CIQ,320
2026-02-26,08:00,Woodlands CIQ,JB Sentral,230
2026-02-26,09:00,Woodlands CIQ,JB Sentral,322
2026-02-26,11:00,JB Sentral,Woodlands CIQ,290
2026-02-26,12:00,JB Sentral,Woodlands CIQ,208
2026-02-26,12:00,Woodlands CIQ,JB Sentral,321
2026-02-26,13:00,Woodlands CIQ,JB Sentral,198
2026-02-26,14:00,JB Sentral,Woodlands CIQ,203
2026-02-26,15:00,JB Sentral,Woodlands CIQ,253
2026-02-26,15:00,Woodlands CIQ,JB Sentral,145
2026-02-26,16:00,JB Sentral,Woodlands CIQ,321
2026-02-26,16:00,Woodlands CIQ,JB Sentral,123
2026-02-26,17:00,JB Sentral,Woodlands CIQ,322
2026-02-26,17:00,Woodlands CIQ,JB Sentral,235
2026-02-26,18:00,Woodlands CIQ,JB Sentral,318
2026-02-26,19:00,JB Sentral,Woodlands CIQ,284
2026-02-26,20:00,JB Sentral,Woodlands CIQ,320
2026-02-26,20:00,Woodlands CIQ,JB Sentral,315
2026-02-26,21:00,JB Sentral,Woodlands CIQ,308
2026-02-26,21:00,Woodlands CIQ,JB Sentral,321
2026-02-26,22:00,JB Sentral,Woodlands CIQ,180
2026-02-26,22:00,Woodlands CIQ,JB Sentral,246
2026-02-26,23:00,Woodlands CIQ,JB Sentral,58
2026-02-27,05:00,JB Sentral,Woodlands CIQ,640
2026-02-27,06:00,JB Sentral,Woodlands CIQ,640
2026-02-27,07:00,JB Sentral,Woodlands CIQ,641
2026-02-27,08:00,JB Sentral,Woodlands CIQ,320
2026-02-27,08:00,Woodlands CIQ,JB Sentral,321
2026-02-27,09:00,Woodlands CIQ,JB Sentral,319
2026-02-27,10:00,JB Sentral,Woodlands CIQ,277
2026-02-27,11:00,JB Sentral,Woodlands CIQ,199
2026-02-27,11:00,Woodlands CIQ,JB Sentral,324
2026-02-27,12:00,JB Sentral,Woodlands CIQ,216
2026-02-27,12:00,Woodlands CIQ,JB Sentral,317
2026-02-27,13:00,Woodlands CIQ,JB Sentral,324
2026-02-27,14:00,JB Sentral,Woodlands CIQ,260
2026-02-27,15:00,JB Sentral,Woodlands CIQ,265
2026-02-27,15:00,Woodlands CIQ,JB Sentral,332
2026-02-27,16:00,JB Sentral,Woodlands CIQ,321
2026-02-27,16:00,Woodlands CIQ,JB Sentral,319
2026-02-27,17:00,JB Sentral,Woodlands CIQ,318
2026-02-27,17:00,Woodlands CIQ,JB Sentral,320
2026-02-27,18:00,Woodlands CIQ,JB Sentral,323
2026-02-27,19:00,JB Sentral,Woodlands CIQ,323
2026-02-27,20:00,JB Sentral,Woodlands CIQ,320
2026-02-27,20:00,Woodlands CIQ,JB Sentral,320
2026-02-27,21:00,JB Sentral,Woodlands CIQ,320
2026-02-27,21:00,Woodlands CIQ,JB Sentral,323
2026-02-27,22:00,JB Sentral,Woodlands CIQ,322
2026-02-27,22:00,Woodlands CIQ,JB Sentral,324
2026-02-27,23:00,Woodlands CIQ,JB Sentral,317
2026-02-28,05:00,JB Sentral,Woodlands CIQ,164
2026-02-28,06:00,JB Sentral,Woodlands CIQ,339
2026-02-28,07:00,JB Sentral,Woodlands CIQ,436
2026-02-28,08:00,JB Sentral,Woodlands CIQ,314
2026-02-28,08:00,Woodlands CIQ,JB Sentral,324
2026-02-28,09:00,Woodlands CIQ,JB Sentral,322
2026-02-28,10:00,JB Sentral,Woodlands CIQ,239
2026-02-28,11:00,JB Sentral,Woodlands CIQ,238
2026-02-28,11:00,Woodlands CIQ,JB Sentral,324
2026-02-28,12:00,JB Sentral,Woodlands CIQ,319
2026-02-28,12:00,Woodlands CIQ,JB Sentral,322
2026-02-28,13:00,Woodlands CIQ,JB Sentral,327
2026-02-28,14:00,JB Sentral,Woodlands CIQ,328
2026-02-28,15:00,JB Sentral,Woodlands CIQ,324
2026-02-28,15:00,Woodlands CIQ,JB Sentral,323
2026-02-28,16:00,JB Sentral,Woodlands CIQ,323
2026-02-28,16:00,Woodlands CIQ,JB Sentral,323
2026-02-28,17:00,JB Sentral,Woodlands CIQ,315
2026-02-28,17:00,Woodlands CIQ,JB Sentral,329
2026-02-28,18:00,Woodlands CIQ,JB Sentral,325
2026-02-28,19:00,JB Sentral,Woodlands CIQ,317
2026-02-28,20:00,JB Sentral,Woodlands CIQ,310
2026-02-28,20:00,Woodlands CIQ,JB Sentral,236
2026-02-28,21:00,JB Sentral,Woodlands CIQ,315
2026-02-28,21:00,Woodlands CIQ,JB Sentral,162
2026-02-28,22:00,JB Sentral,Woodlands CIQ,315
2026-02-28,22:00,Woodlands CIQ,JB Sentral,188
2026-02-28,23:00,Woodlands CIQ,JB Sentral,70
2026-03-01,05:00,JB Sentral,Woodlands CIQ,115
2026-03-01,06:00,JB Sentral,Woodlands CIQ,163
2026-03-01,07:00,JB Sentral,Woodlands CIQ,351
2026-03-01,08:00,JB Sentral,Woodlands CIQ,323
2026-03-01,08:00,Woodlands CIQ,JB Sentral,321
2026-03-01,09:00,Woodlands CIQ,JB Sentral,323
2026-03-01,10:00,JB Sentral,Woodlands CIQ,328
2026-03-01,11:00,JB Sentral,Woodlands CIQ,326
2026-03-01,11:00,Woodlands CIQ,JB Sentral,324
2026-03-01,12:00,JB Sentral,Woodlands CIQ,322
2026-03-01,12:00,Woodlands CIQ,JB Sentral,274
2026-03-01,13:00,Woodlands CIQ,JB Sentral,232
2026-03-01,14:00,JB Sentral,Woodlands CIQ,321
2026-03-01,15:00,JB Sentral,Woodlands CIQ,327
2026-03-01,15:00,Woodlands CIQ,JB Sentral,200
2026-03-01,16:00,JB Sentral,Woodlands CIQ,318
2026-03-01,16:00,Woodlands CIQ,JB Sentral,110
2026-03-01,17:00,JB Sentral,Woodlands CIQ,322
2026-03-01,17:00,Woodlands CIQ,JB Sentral,127
2026-03-01,18:00,Woodlands CIQ,JB Sentral,78
2026-03-01,19:00,JB Sentral,Woodlands CIQ,321
2026-03-01,20:00,JB Sentral,Woodlands CIQ,318
2026-03-01,20:00,Woodlands CIQ,JB Sentral,81
2026-03-01,21:00,JB Sentral,Woodlands CIQ,321
2026-03-01,21:00,Woodlands CIQ,JB Sentral,67
2026-03-01,22:00,JB Sentral,Woodlands CIQ,321
2026-03-01,22:00,Woodlands CIQ,JB Sentral,64
2026-03-01,23:00,Woodlands CIQ,JB Sentral,39
2026-03-02,05:00,JB Sentral,Woodlands CIQ,640
2026-03-02,06:00,JB Sentral,Woodlands CIQ,640
2026-03-02,07:00,JB Sentral,Woodlands CIQ,641
2026-03-02,08:00,JB Sentral,Woodlands CIQ,320
2026-03-02,08:00,Woodlands CIQ,JB Sentral,192
2026-03-02,09:00,Woodlands CIQ,JB Sentral,321
2026-03-02,10:00,JB Sentral,Woodlands CIQ,323
2026-03-02,11:00,JB Sentral,Woodlands CIQ,321
2026-03-02,11:00,Woodlands CIQ,JB Sentral,323
2026-03-02,12:00,JB Sentral,Woodlands CIQ,324
2026-03-02,12:00,Woodlands CIQ,JB Sentral,200
2026-03-02,13:00,Woodlands CIQ,JB Sentral,202
2026-03-02,15:00,JB Sentral,Woodlands CIQ,329
2026-03-02,16:00,JB Sentral,Woodlands CIQ,323
2026-03-02,16:00,Woodlands CIQ,JB Sentral,149
2026-03-02,17:00,JB Sentral,Woodlands CIQ,324
2026-03-02,17:00,Woodlands CIQ,JB Sentral,184
2026-03-02,18:00,Woodlands CIQ,JB Sentral,320
2026-03-02,19:00,JB Sentral,Woodlands CIQ,328
2026-03-02,20:00,JB Sentral,Woodlands CIQ,321
2026-03-02,20:00,Woodlands CIQ,JB Sentral,319
2026-03-02,21:00,JB Sentral,Woodlands CIQ,322
2026-03-02,21:00,Woodlands CIQ,JB Sentral,227
2026-03-02,22:00,JB Sentral,Woodlands CIQ,322
2026-03-02,22:00,Woodlands CIQ,JB Sentral,125
2026-03-02,23:00,Woodlands CIQ,JB Sentral,48
2026-03-03,05:00,JB Sentral,Woodlands CIQ,640
2026-03-03,06:00,JB Sentral,Woodlands CIQ,640
2026-03-03,07:00,JB Sentral,Woodlands CIQ,640
2026-03-03,08:00,JB Sentral,Woodlands CIQ,320
2026-03-03,08:00,Woodlands CIQ,JB Sentral,156
2026-03-03,09:00,Woodlands CIQ,JB Sentral,320
2026-03-03,10:00,JB Sentral,Woodlands CIQ,324
2026-03-03,11:00,JB Sentral,Woodlands CIQ,257
2026-03-03,11:00,Woodlands CIQ,JB Sentral,324
2026-03-03,12:00,JB Sentral,Woodlands CIQ,264
2026-03-03,12:00,Woodlands CIQ,JB Sentral,294
2026-03-03,13:00,Woodlands CIQ,JB Sentral,156
2026-03-03,14:00,JB Sentral,Woodlands CIQ,178
2026-03-03,15:00,JB Sentral,Woodlands CIQ,313
2026-03-03,15:00,Woodlands CIQ,JB Sentral,135
2026-03-03,16:00,JB Sentral,Woodlands CIQ,321
2026-03-03,16:00,Woodlands CIQ,JB Sentral,120
2026-03-03,17:00,JB Sentral,Woodlands CIQ,326
2026-03-03,17:00,Woodlands CIQ,JB Sentral,182
2026-03-03,18:00,Woodlands CIQ,JB Sentral,320
2026-03-03,19:00,JB Sentral,Woodlands CIQ,320
2026-03-03,20:00,JB Sentral,Woodlands CIQ,308
2026-03-03,20:00,Woodlands CIQ,JB Sentral,320
2026-03-03,21:00,JB Sentral,Woodlands CIQ,319
2026-03-03,21:00,Woodlands CIQ,JB Sentral,231
2026-03-03,22:00,JB Sentral,Woodlands CIQ,283
2026-03-03,22:00,Woodlands CIQ,JB Sentral,107
2026-03-03,23:00,Woodlands CIQ,JB Sentral,30
2026-03-04,05:00,JB Sentral,Woodlands CIQ,640
2026-03-04,06:00,JB Sentral,Woodlands CIQ,640
2026-03-04,07:00,JB Sentral,Woodlands CIQ,640
2026-03-04,08:00,JB Sentral,Woodlands CIQ,320
2026-03-04,08:00,Woodlands CIQ,JB Sentral,228
2026-03-04,09:00,Woodlands CIQ,JB Sentral,324
2026-03-04,10:00,JB Sentral,Woodlands CIQ,320
2026-03-04,11:00,JB Sentral,Woodlands CIQ,267
2026-03-04,11:00,Woodlands CIQ,JB Sentral,328
2026-03-04,12:00,JB Sentral,Woodlands CIQ,199
2026-03-04,12:00,Woodlands CIQ,JB Sentral,320
2026-03-04,13:00,Woodlands CIQ,JB Sentral,234
2026-03-04,14:00,JB Sentral,Woodlands CIQ,220
2026-03-04,15:00,JB Sentral,Woodlands CIQ,305
2026-03-04,15:00,Woodlands CIQ,JB Sentral,155
2026-03-04,16:00,JB Sentral,Woodlands CIQ,322
2026-03-04,16:00,Woodlands CIQ,JB Sentral,142
2026-03-04,17:00,JB Sentral,Woodlands CIQ,320
2026-03-04,17:00,Woodlands CIQ,JB Sentral,232
2026-03-04,18:00,Woodlands CIQ,JB Sentral,320
2026-03-04,19:00,JB Sentral,Woodlands CIQ,322
2026-03-04,20:00,JB Sentral,Woodlands CIQ,321
2026-03-04,20:00,Woodlands CIQ,JB Sentral,320
2026-03-04,21:00,JB Sentral,Woodlands CIQ,322
2026-03-04,21:00,Woodlands CIQ,JB Sentral,320
2026-03-04,22:00,JB Sentral,Woodlands CIQ,321
2026-03-04,22:00,Woodlands CIQ,JB Sentral,150
2026-03-04,23:00,Woodlands CIQ,JB Sentral,36
2026-03-05,05:00,JB Sentral,Woodlands CIQ,640
2026-03-05,06:00,JB Sentral,Woodlands CIQ,639
2026-03-05,07:00,JB Sentral,Woodlands CIQ,640
2026-03-05,08:00,JB Sentral,Woodlands CIQ,320
2026-03-05,08:00,Woodlands CIQ,JB Sentral,320
2026-03-05,09:00,Woodlands CIQ,JB Sentral,321
2026-03-05,11:00,JB Sentral,Woodlands CIQ,320
2026-03-05,12:00,JB Sentral,Woodlands CIQ,256
2026-03-05,12:00,Woodlands CIQ,JB Sentral,326
2026-03-05,13:00,Woodlands CIQ,JB Sentral,322
2026-03-05,14:00,JB Sentral,Woodlands CIQ,260
2026-03-05,15:00,JB Sentral,Woodlands CIQ,280
2026-03-05,15:00,Woodlands CIQ,JB Sentral,253
2026-03-05,16:00,JB Sentral,Woodlands CIQ,325
2026-03-05,16:00,Woodlands CIQ,JB Sentral,114
2026-03-05,17:00,JB Sentral,Woodlands CIQ,322
2026-03-05,17:00,Woodlands CIQ,JB Sentral,322
2026-03-05,18:00,Woodlands CIQ,JB Sentral,320
2026-03-05,19:00,JB Sentral,Woodlands CIQ,323
2026-03-05,20:00,JB Sentral,Woodlands CIQ,321
2026-03-05,20:00,Woodlands CIQ,JB Sentral,320
2026-03-05,21:00,JB Sentral,Woodlands CIQ,321
2026-03-05,21:00,Woodlands CIQ,JB Sentral,321
2026-03-05,22:00,JB Sentral,Woodlands CIQ,321
2026-03-05,22:00,Woodlands CIQ,JB Sentral,324
2026-03-05,23:00,Woodlands CIQ,JB Sentral,81
2026-03-06,05:00,JB Sentral,Woodlands CIQ,640
2026-03-06,06:00,JB Sentral,Woodlands CIQ,640
2026-03-06,07:00,JB Sentral,Woodlands CIQ,640
2026-03-06,08:00,JB Sentral,Woodlands CIQ,320
2026-03-06,08:00,Woodlands CIQ,JB Sentral,324
2026-03-06,09:00,Woodlands CIQ,JB Sentral,321
2026-03-06,10:00,JB Sentral,Woodlands CIQ,326
2026-03-06,11:00,JB Sentral,Woodlands CIQ,242
2026-03-06,11:00,Woodlands CIQ,JB Sentral,328
2026-03-06,12:00,JB Sentral,Woodlands CIQ,249
2026-03-06,12:00,Woodlands CIQ,JB Sentral,320
2026-03-06,13:00,Woodlands CIQ,JB Sentral,330
2026-03-06,14:00,JB Sentral,Woodlands CIQ,261
2026-03-06,15:00,JB Sentral,Woodlands CIQ,323
2026-03-06,15:00,Woodlands CIQ,JB Sentral,325
2026-03-06,16:00,JB Sentral,Woodlands CIQ,322
2026-03-06,16:00,Woodlands CIQ,JB Sentral,322
2026-03-06,17:00,JB Sentral,Woodlands CIQ,321
2026-03-06,17:00,Woodlands CIQ,JB Sentral,323
2026-03-06,18:00,Woodlands CIQ,JB Sentral,321
2026-03-06,19:00,JB Sentral,Woodlands CIQ,322
2026-03-06,20:00,JB Sentral,Woodlands CIQ,320
2026-03-06,20:00,Woodlands CIQ,JB Sentral,321
2026-03-06,21:00,JB Sentral,Woodlands CIQ,322
2026-03-06,21:00,Woodlands CIQ,JB Sentral,324
2026-03-06,22:00,JB Sentral,Woodlands CIQ,322
2026-03-06,22:00,Woodlands CIQ,JB Sentral,319
2026-03-06,23:00,Woodlands CIQ,JB Sentral,319
2026-03-07,05:00,JB Sentral,Woodlands CIQ,213
2026-03-07,06:00,JB Sentral,Woodlands CIQ,382
2026-03-07,07:00,JB Sentral,Woodlands CIQ,639
2026-03-07,08:00,JB Sentral,Woodlands CIQ,322
2026-03-07,08:00,Woodlands CIQ,JB Sentral,323
2026-03-07,09:00,Woodlands CIQ,JB Sentral,324
2026-03-07,10:00,JB Sentral,Woodlands CIQ,320
2026-03-07,11:00,JB Sentral,Woodlands CIQ,323
2026-03-07,11:00,Woodlands CIQ,JB Sentral,323
2026-03-07,12:00,JB Sentral,Woodlands CIQ,325
2026-03-07,12:00,Woodlands CIQ,JB Sentral,320
2026-03-07,13:00,Woodlands CIQ,JB Sentral,322
2026-03-07,14:00,JB Sentral,Woodlands CIQ,320
2026-03-07,15:00,JB Sentral,Woodlands CIQ,324
2026-03-07,15:00,Woodlands CIQ,JB Sentral,325
2026-03-07,16:00,JB Sentral,Woodlands CIQ,325
2026-03-07,16:00,Woodlands CIQ,JB Sentral,327
2026-03-07,17:00,JB Sentral,Woodlands CIQ,322
2026-03-07,17:00,Woodlands CIQ,JB Sentral,326
2026-03-07,18:00,Woodlands CIQ,JB Sentral,321
2026-03-07,19:00,JB Sentral,Woodlands CIQ,321
2026-03-07,20:00,JB Sentral,Woodlands CIQ,321
2026-03-07,20:00,Woodlands CIQ,JB Sentral,258
2026-03-07,21:00,JB Sentral,Woodlands CIQ,320
2026-03-07,21:00,Woodlands CIQ,JB Sentral,170
2026-03-07,22:00,JB Sentral,Woodlands CIQ,320
2026-03-07,22:00,Woodlands CIQ,JB Sentral,183
2026-03-07,23:00,Woodlands CIQ,JB Sentral,170
2026-03-08,05:00,JB Sentral,Woodlands CIQ,125
2026-03-08,06:00,JB Sentral,Woodlands CIQ,202
2026-03-08,07:00,JB Sentral,Woodlands CIQ,493
2026-03-08,08:00,JB Sentral,Woodlands CIQ,321
2026-03-08,08:00,Woodlands CIQ,JB Sentral,320
2026-03-08,09:00,Woodlands CIQ,JB Sentral,323
2026-03-08,10:00,JB Sentral,Woodlands CIQ,324
2026-03-08,11:00,JB Sentral,Woodlands CIQ,320
2026-03-08,11:00,Woodlands CIQ,JB Sentral,323
2026-03-08,12:00,JB Sentral,Woodlands CIQ,328
2026-03-08,12:00,Woodlands CIQ,JB Sentral,325
2026-03-08,13:00,Woodlands CIQ,JB Sentral,328
2026-03-08,14:00,JB Sentral,Woodlands CIQ,322
2026-03-08,15:00,JB Sentral,Woodlands CIQ,321
2026-03-08,15:00,Woodlands CIQ,JB Sentral,322
2026-03-08,16:00,JB Sentral,Woodlands CIQ,328
2026-03-08,16:00,Woodlands CIQ,JB Sentral,188
2026-03-08,17:00,JB Sentral,Woodlands CIQ,323
2026-03-08,17:00,Woodlands CIQ,JB Sentral,170
2026-03-08,18:00,Woodlands CIQ,JB Sentral,126
2026-03-08,19:00,JB Sentral,Woodlands CIQ,321
2026-03-08,20:00,JB Sentral,Woodlands CIQ,321
2026-03-08,20:00,Woodlands CIQ,JB Sentral,101
2026-03-08,21:00,JB Sentral,Woodlands CIQ,323
2026-03-08,21:00,Woodlands CIQ,JB Sentral,87
2026-03-08,22:00,JB Sentral,Woodlands CIQ,321
2026-03-08,22:00,Woodlands CIQ,JB Sentral,101
2026-03-08,23:00,Woodlands CIQ,JB Sentral,42
2026-03-09,05:00,JB Sentral,Woodlands CIQ,640
2026-03-09,06:00,JB Sentral,Woodlands CIQ,640
2026-03-09,07:00,JB Sentral,Woodlands CIQ,632
2026-03-09,08:00,JB Sentral,Woodlands CIQ,320
2026-03-09,08:00,Woodlands CIQ,JB Sentral,320
2026-03-09,09:00,Woodlands CIQ,JB Sentral,324
2026-03-09,10:00,JB Sentral,Woodlands CIQ,320
2026-03-09,11:00,JB Sentral,Woodlands CIQ,322
2026-03-09,11:00,Woodlands CIQ,JB Sentral,322
2026-03-09,12:00,JB Sentral,Woodlands CIQ,325
2026-03-09,12:00,Woodlands CIQ,JB Sentral,321
2026-03-09,13:00,Woodlands CIQ,JB Sentral,324
2026-03-09,15:00,JB Sentral,Woodlands CIQ,325
2026-03-09,16:00,JB Sentral,Woodlands CIQ,326
2026-03-09,16:00,Woodlands CIQ,JB Sentral,177
2026-03-09,17:00,JB Sentral,Woodlands CIQ,321
2026-03-09,17:00,Woodlands CIQ,JB Sentral,197
2026-03-09,18:00,Woodlands CIQ,JB Sentral,321
2026-03-09,19:00,JB Sentral,Woodlands CIQ,322
2026-03-09,20:00,JB Sentral,Woodlands CIQ,321
2026-03-09,20:00,Woodlands CIQ,JB Sentral,320
2026-03-09,21:00,JB Sentral,Woodlands CIQ,320
2026-03-09,21:00,Woodlands CIQ,JB Sentral,191
